augustus_masked-NW_019168381.1-processed-gene-34.5-mRNA-1	29760.VIT_02s0025g04490.t01	2.1e-160	570.5		GO:0005575,GO:0016020	K15277		virNOG[6]	1BE8R@strNOG,1DS6F@virNOG,COG0697@NOG,KOG1582@euNOG	NA|NA|NA	G	adenosine 3'-phospho 5'-phosphosulfate transporter
augustus_masked-NW_019168381.1-processed-gene-34.7-mRNA-1	3694.POPTR_0001s08710.1	1.4e-64	251.5					virNOG[6]	0JBN9@euNOG,11DNV@NOG,1C1NP@strNOG,1EENT@virNOG	NA|NA|NA	K	AP2
augustus_masked-NW_019168381.1-processed-gene-35.7-mRNA-1	3847.GLYMA01G42610.2	7.5e-187	659.4		GO:0003674,GO:0003824,GO:0004672,GO:0004712,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704			virNOG[6]	1BCRM@strNOG,1DQPG@virNOG,COG0515@NOG,KOG0192@euNOG	NA|NA|NA	T	PAS fold
augustus_masked-NW_019168381.1-processed-gene-35.2-mRNA-1	29760.VIT_02s0025g04420.t01	9.4e-213	745.0	OSI_17039		K03327		virNOG[6]	1BCQP@strNOG,1DQNH@virNOG,COG0534@NOG,KOG1347@euNOG	NA|NA|NA	V	Multidrug and toxin extrusion protein
augustus_masked-NW_019168381.1-processed-gene-35.6-mRNA-1	29760.VIT_02s0025g04080.t01	9.1e-236	821.2		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0012506,GO:0016020,GO:0016023,GO:0030659,GO:0031090,GO:0031410,GO:0031982,GO:0031988,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044464	K07437		virNOG[6]	1BE80@strNOG,1DSPE@virNOG,COG2124@NOG,KOG0157@euNOG	NA|NA|NA	Q	cytochrome P450
augustus_masked-NW_019168381.1-processed-gene-35.4-mRNA-1	4081.Solyc03g026190.2.1	1.6e-56	225.7		GO:0000003,GO:0003006,GO:0007275,GO:0008150,GO:0009790,GO:0009791,GO:0009908,GO:0022414,GO:0032501,GO:0032502,GO:0035670,GO:0044699,GO:0044707,GO:0044767,GO:0048367,GO:0048437,GO:0048438,GO:0048440,GO:0048467,GO:0048481,GO:0048513,GO:0048569,GO:0048608,GO:0048731,GO:0048827,GO:0048856,GO:0061458			virNOG[6]	0IIDE@euNOG,126CV@NOG,1BFVA@strNOG,1DTSZ@virNOG	NA|NA|NA		
augustus_masked-NW_019168381.1-processed-gene-35.1-mRNA-1	4113.PGSC0003DMT400057709	2.4e-81	307.8	HT1	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0005886,GO:0005911,GO:0006810,GO:0008150,GO:0008643,GO:0009506,GO:0009987,GO:0015144,GO:0015145,GO:0015749,GO:0016020,GO:0022857,GO:0022891,GO:0022892,GO:0030054,GO:0034219,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0051119,GO:0051179,GO:0051234,GO:0055044,GO:0055085,GO:0071702,GO:0071944,GO:1901476			virNOG[6]	0XNQK@NOG,1BK5I@strNOG,1DSMD@virNOG,KOG0254@euNOG	NA|NA|NA	G	Sugar carrier protein
augustus_masked-NW_019168381.1-processed-gene-35.3-mRNA-1	3847.GLYMA07G09100.1	8.9e-49	198.7			K14795		virNOG[6]	11T3E@NOG,1BKE2@strNOG,1DYAF@virNOG,KOG3190@euNOG	NA|NA|NA	U	Ribosomal RNA processing protein 36
augustus_masked-NW_019168381.1-processed-gene-35.9-mRNA-1	3694.POPTR_0001s08850.1	6.3e-299	1031.6		GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141	K19045		virNOG[6]	0IEIN@euNOG,0XNT4@NOG,1BDFG@strNOG,1DRCY@virNOG	NA|NA|NA	K	Scarecrow-like protein
augustus_masked-NW_019168381.1-processed-gene-35.10-mRNA-1	3694.POPTR_0001s08840.1	6.1e-178	629.4			K18726		virNOG[6]	0IPG4@euNOG,12AXB@NOG,1C6VJ@strNOG,1EKSM@virNOG	NA|NA|NA	O	UBX domain-containing protein
augustus_masked-NW_019168381.1-processed-gene-35.8-mRNA-1	3694.POPTR_0003s12190.1	6.8e-113	412.5		GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0030246,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464			virNOG[6]	0IG7C@euNOG,0Y934@NOG,1BCV6@strNOG,1DQT0@virNOG	NA|NA|NA	S	F-Box protein
augustus_masked-NW_019168381.1-processed-gene-35.0-mRNA-1	29760.VIT_16s0100g00400.t01	1.5e-53	214.9	OSI_08455				virNOG[6]	0J01J@euNOG,0YMJJ@NOG,1BTAY@strNOG,1E5QM@virNOG	NA|NA|NA	K	Transcription factor
augustus_masked-NW_019168381.1-processed-gene-35.11-mRNA-1	29760.VIT_02s0025g04090.t01	1.7e-11	73.9		GO:0000003,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0007275,GO:0007276,GO:0008150,GO:0009555,GO:0009987,GO:0012505,GO:0016020,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0031090,GO:0032501,GO:0032502,GO:0032504,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0048229,GO:0048232,GO:0048235,GO:0048609,GO:0048610,GO:0048856,GO:0048869,GO:0055046,GO:0071944			virNOG[6]	0IX3U@euNOG,11J3I@NOG,1BI7Q@strNOG,1DW4Q@virNOG	NA|NA|NA	S	single fertilization
augustus_masked-NW_019168381.1-processed-gene-36.3-mRNA-1	3694.POPTR_0003s12370.1	1.4e-204	718.0		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006810,GO:0008150,GO:0009663,GO:0009987,GO:0010496,GO:0010497,GO:0016043,GO:0034330,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045216,GO:0051179,GO:0051234,GO:0071840			virNOG[6]	1BGJ7@strNOG,1DUGD@virNOG,COG0513@NOG,KOG0327@euNOG	NA|NA|NA	A	DEAD-box ATP-dependent RNA helicase
augustus_masked-NW_019168381.1-processed-gene-36.0-mRNA-1	29760.VIT_02s0025g04120.t01	1.4e-154	551.6	IQD22	GO:0008150,GO:0009719,GO:0009725,GO:0009739,GO:0010033,GO:0033993,GO:0042221,GO:0050896,GO:1901700			virNOG[6]	0IFB6@euNOG,0YA5M@NOG,1BEQH@strNOG,1DSN2@virNOG	NA|NA|NA	S	IQ calmodulin-binding motif family protein
augustus_masked-NW_019168381.1-processed-gene-36.2-mRNA-1	29760.VIT_02s0025g04150.t01	1.3e-158	564.7		GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0006464,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016567,GO:0016874,GO:0016879,GO:0016881,GO:0019538,GO:0019787,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070647,GO:0071704			virNOG[6]	121N2@NOG,1BDQ9@strNOG,1DRMD@virNOG,KOG0800@euNOG	NA|NA|NA	O	E3 ubiquitin-protein ligase
augustus_masked-NW_019168381.1-processed-gene-36.4-mRNA-1	3847.GLYMA05G38110.1	5.7e-15	86.3					virNOG[6]	0IIHC@euNOG,0YD4X@NOG,1BD09@strNOG,1DQXX@virNOG	NA|NA|NA	S	thaumatin-like protein
augustus_masked-NW_019168381.1-processed-gene-36.6-mRNA-1	4641.GSMUA_Achr6P31470_001	7.3e-54	215.3					virNOG[6]	0IIHC@euNOG,0TV9J@lilNOG,0YD4X@NOG,1BNJD@strNOG,1DQXX@virNOG	NA|NA|NA	S	THN
augustus_masked-NW_019168381.1-processed-gene-36.15-mRNA-1	4081.Solyc08g080580.2.1	3.9e-75	287.7			K09420,K09422		euNOG[57]	COG5147@NOG,KOG0048@euNOG	NA|NA|NA	K	Myblike DNAbinding domain containing protein
augustus_masked-NW_019168381.1-processed-gene-36.14-mRNA-1	3694.POPTR_0003s12380.1	3.2e-185	652.9	UGE1	GO:0003674,GO:0003824,GO:0003978,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0008150,GO:0008152,GO:0016020,GO:0016853,GO:0016854,GO:0016857,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0071944	K01784		virNOG[6]	1BDBE@strNOG,1DR8W@virNOG,COG1087@NOG,KOG1371@euNOG	NA|NA|NA	M	UDP-glucose
augustus_masked-NW_019168381.1-processed-gene-36.1-mRNA-1	29760.VIT_02s0025g04130.t01	6e-154	548.9		GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005911,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0009506,GO:0016787,GO:0017171,GO:0030054,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0055044,GO:0070011			virNOG[6]	1BC46@strNOG,1DQ2R@virNOG,COG0705@NOG,KOG2289@euNOG	NA|NA|NA	T	inactive rhomboid protein 1-like
augustus_masked-NW_019168381.1-processed-gene-36.12-mRNA-1	29760.VIT_02s0025g04170.t01	5.4e-56	223.0		GO:0001071,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0008150,GO:0009719,GO:0009889,GO:0009890,GO:0009892,GO:0010033,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1901698,GO:1901700,GO:2000112,GO:2000113,GO:2001141	K09419		virNOG[6]	1BDUT@strNOG,1DWM3@virNOG,COG5169@NOG,KOG0627@euNOG	NA|NA|NA	K	heat stress transcription factor
augustus_masked-NW_019168381.1-processed-gene-36.11-mRNA-1	3694.POPTR_0001s08960.1	2e-50	204.1					virNOG[6]	0JH26@euNOG,0ZAK5@NOG,1BVG5@strNOG,1E7GP@virNOG	NA|NA|NA	S	Inherit from euNOG: C2
augustus_masked-NW_019168381.1-processed-gene-36.8-mRNA-1	3847.GLYMA05G03440.1	8.7e-19	99.0	RFC2		K10755		virNOG[6]	1BEIF@strNOG,1DUMW@virNOG,COG0470@NOG,KOG0991@euNOG	NA|NA|NA	L	replication factor C
augustus_masked-NW_019168381.1-processed-gene-36.10-mRNA-1	3694.POPTR_0001s08960.1	1.8e-21	107.8					virNOG[6]	0JH26@euNOG,0ZAK5@NOG,1BVG5@strNOG,1E7GP@virNOG	NA|NA|NA	S	Inherit from euNOG: C2
augustus_masked-NW_019168381.1-processed-gene-36.13-mRNA-1	29760.VIT_16s0100g01230.t01	3.4e-16	90.1			K16833		virNOG[6]	0IZRY@euNOG,0YIQA@NOG,1BSUH@strNOG,1E4PQ@virNOG	NA|NA|NA	S	protein phosphatase inhibitor 2 containing protein, expressed
augustus_masked-NW_019168381.1-processed-gene-37.4-mRNA-1	29760.VIT_02s0025g03930.t01	1e-112	411.8			K03137		virNOG[6]	1BM01@strNOG,1DYVM@virNOG,COG5174@NOG,KOG3095@euNOG	NA|NA|NA	K	factor IIE subunit
augustus_masked-NW_019168381.1-processed-gene-37.2-mRNA-1	3694.POPTR_0001s09030.1	2.9e-113	413.3		GO:0002376,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006952,GO:0006955,GO:0006970,GO:0008150,GO:0009607,GO:0009617,GO:0009620,GO:0009628,GO:0009651,GO:0009814,GO:0009816,GO:0009817,GO:0042742,GO:0044424,GO:0044464,GO:0045087,GO:0050832,GO:0050896,GO:0051704,GO:0051707			virNOG[6]	0IIHC@euNOG,0YD4X@NOG,1BD09@strNOG,1DQXX@virNOG	NA|NA|NA	S	thaumatin-like protein
augustus_masked-NW_019168381.1-processed-gene-37.1-mRNA-1	3694.POPTR_0001s09000.1	3.9e-112	409.5					virNOG[6]	0IIHC@euNOG,0YD4X@NOG,1BNJD@strNOG,1DQXX@virNOG	NA|NA|NA	S	THN
augustus_masked-NW_019168381.1-processed-gene-37.3-mRNA-1	29760.VIT_02s0025g04350.t01	9.6e-59	231.5					virNOG[6]	0INT0@euNOG,0YITS@NOG,1C6QX@strNOG,1EKMS@virNOG	NA|NA|NA	S	C2 domain
augustus_masked-NW_019168381.1-processed-gene-37.0-mRNA-1	29760.VIT_02s0025g04230.t01	5.4e-31	139.0					virNOG[6]	0IIHC@euNOG,0YD4X@NOG,1BD09@strNOG,1DQXX@virNOG	NA|NA|NA	S	thaumatin-like protein
augustus_masked-NW_019168381.1-processed-gene-37.11-mRNA-1	29760.VIT_02s0025g03970.t01	2.7e-221	774.2		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464			virNOG[6]	0IFF6@euNOG,1BBTJ@strNOG,1DPS7@virNOG,COG0539@NOG	NA|NA|NA	J	S1 RNA binding domain
augustus_masked-NW_019168381.1-processed-gene-37.8-mRNA-1	29760.VIT_02s0025g04030.t01	2e-44	185.7		GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0008327,GO:0036094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0097159,GO:1901265,GO:1901363			virNOG[6]	0IZIK@euNOG,12B6T@NOG,1BTUB@strNOG,1E5QN@virNOG	NA|NA|NA	K	Methyl binding domain protein
augustus_masked-NW_019168381.1-processed-gene-37.10-mRNA-1	3694.POPTR_0003s12420.1	6.3e-60	236.9					virNOG[6]	1BI38@strNOG,1DW07@virNOG,COG0513@NOG,KOG0342@euNOG	NA|NA|NA	A	DEAD-box ATP-dependent RNA helicase
augustus_masked-NW_019168381.1-processed-gene-37.7-mRNA-1	29760.VIT_02s0025g04030.t01	2.6e-12	78.2		GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0008327,GO:0036094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044424,GO:0044464,GO:0097159,GO:1901265,GO:1901363			virNOG[6]	0IZIK@euNOG,12B6T@NOG,1BTUB@strNOG,1E5QN@virNOG	NA|NA|NA	K	Methyl binding domain protein
augustus_masked-NW_019168381.1-processed-gene-37.12-mRNA-1	29760.VIT_02s0025g03980.t01	3e-80	303.5			K09377		euNOG[57]	0ITHR@euNOG,0YE71@NOG	NA|NA|NA	S	Pollen-specific protein SF3
augustus_masked-NW_019168381.1-processed-gene-37.13-mRNA-1	3694.POPTR_0003s12450.1	2.8e-49	200.3					virNOG[6]	0JU0Z@euNOG,107BD@NOG,1C42D@strNOG,1EHF0@virNOG	NA|NA|NA	S	Remorin, C-terminal region
augustus_masked-NW_019168381.1-processed-gene-37.14-mRNA-1	29760.VIT_02s0025g03770.t01	1.7e-45	187.2	OSI_17975				virNOG[6]	1BTG2@strNOG,1E5HR@virNOG,COG5208@NOG,KOG1657@euNOG	NA|NA|NA	K	Nuclear transcription factor Y subunit
augustus_masked-NW_019168381.1-processed-gene-37.9-mRNA-1	3694.POPTR_0001s09050.1	4.3e-16	89.0					virNOG[6]	0JH8E@euNOG,11CXW@NOG,1BWE7@strNOG,1E8KA@virNOG	NA|NA|NA		
augustus_masked-NW_019168381.1-processed-gene-38.0-mRNA-1	29760.VIT_02s0025g03760.t01	0.0	1231.9					virNOG[6]	0IGU5@euNOG,0YCMD@NOG,1BHP4@strNOG,1DVJI@virNOG	NA|NA|NA	S	protein transport protein-related
augustus_masked-NW_019168381.1-processed-gene-38.4-mRNA-1	3694.POPTR_0003s12570.1	0.0	1652.9			K17686		virNOG[6]	1BEU0@strNOG,1DSRK@virNOG,COG2217@NOG,KOG0207@euNOG	NA|NA|NA	P	copper-transporting ATPase
augustus_masked-NW_019168381.1-processed-gene-38.2-mRNA-1	29760.VIT_02s0025g03700.t01	5e-293	1011.9		GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			virNOG[6]	0IJP0@euNOG,0YEY6@NOG,1BBSW@strNOG,1DPRJ@virNOG	NA|NA|NA	T	LRR receptor-like serine threonine-protein kinase
augustus_masked-NW_019168381.1-processed-gene-38.1-mRNA-1	3694.POPTR_0003s12500.1	1.4e-221	774.2					virNOG[6]	0XT5U@NOG,1BF43@strNOG,1DT2B@virNOG,KOG2458@euNOG	NA|NA|NA	S	CAP10
augustus_masked-NW_019168381.1-processed-gene-38.6-mRNA-1	3694.POPTR_0001s09260.1	1.7e-202	710.7		GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0007275,GO:0008150,GO:0008152,GO:0008544,GO:0009058,GO:0009059,GO:0009653,GO:0009888,GO:0009913,GO:0009987,GO:0010015,GO:0010053,GO:0010054,GO:0016049,GO:0016051,GO:0016740,GO:0016757,GO:0021700,GO:0022622,GO:0030154,GO:0030855,GO:0032501,GO:0032502,GO:0040007,GO:0042546,GO:0043170,GO:0043588,GO:0044085,GO:0044238,GO:0044699,GO:0044707,GO:0044723,GO:0044763,GO:0044767,GO:0048364,GO:0048468,GO:0048469,GO:0048513,GO:0048588,GO:0048589,GO:0048731,GO:0048764,GO:0048765,GO:0048767,GO:0048856,GO:0048869,GO:0060429,GO:0060560,GO:0071554,GO:0071704,GO:0071840,GO:1901576			virNOG[6]	0XTFH@NOG,1BC6I@strNOG,1DQ4T@virNOG,KOG1021@euNOG	NA|NA|NA	G, M, W	Galactosyltransferase-like protein
augustus_masked-NW_019168381.1-processed-gene-38.5-mRNA-1	3694.POPTR_0001s09230.1	3.1e-78	297.0	GSTT1	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005777,GO:0008150,GO:0008152,GO:0009056,GO:0009404,GO:0009407,GO:0009987,GO:0019748,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0044710	K00799		virNOG[6]	1BGP2@strNOG,1DUJU@virNOG,COG0625@NOG,KOG0867@euNOG	NA|NA|NA	O	Glutathione S-transferase
augustus_masked-NW_019168381.1-processed-gene-38.3-mRNA-1	29760.VIT_02s0025g03680.t01	1.1e-34	151.8	TUB8	GO:0003674,GO:0005198,GO:0005200,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005856,GO:0006950,GO:0006970,GO:0007017,GO:0008150,GO:0009628,GO:0009651,GO:0009987,GO:0016020,GO:0032991,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0045298,GO:0050896	K07375		virNOG[6]	1BGCB@strNOG,1DR0P@virNOG,COG5023@NOG,KOG1375@euNOG	NA|NA|NA	Z	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain
augustus_masked-NW_019168381.1-processed-gene-38.13-mRNA-1	3694.POPTR_0001s09250.1	2.3e-298	1030.0					virNOG[6]	0IJC0@euNOG,0XRQN@NOG,1BDMR@strNOG,1E12D@virNOG	NA|NA|NA	S	Multiple C2 and transmembrane domain-containing protein
augustus_masked-NW_019168381.1-processed-gene-38.12-mRNA-1	3694.POPTR_0001s09200.1	4.3e-239	832.4	O7	GO:0000003,GO:0000166,GO:0001882,GO:0001883,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0005778,GO:0005782,GO:0005829,GO:0005911,GO:0006082,GO:0006629,GO:0006631,GO:0006950,GO:0006952,GO:0007275,GO:0008150,GO:0008152,GO:0009056,GO:0009506,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009607,GO:0009620,GO:0009636,GO:0009791,GO:0009987,GO:0010029,GO:0010030,GO:0010035,GO:0010038,GO:0010154,GO:0010214,GO:0016020,GO:0016021,GO:0016023,GO:0016054,GO:0016208,GO:0016874,GO:0016877,GO:0016878,GO:0017076,GO:0019752,GO:0022414,GO:0030054,GO:0030139,GO:0030554,GO:0031090,GO:0031224,GO:0031410,GO:0031903,GO:0031907,GO:0031974,GO:0031982,GO:0031988,GO:0032501,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0033609,GO:0033611,GO:0036094,GO:0042221,GO:0042579,GO:0043167,GO:0043168,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044712,GO:0044763,GO:0045335,GO:0046395,GO:0046686,GO:0048046,GO:0048316,GO:0048518,GO:0048580,GO:0048582,GO:0048608,GO:0048731,GO:0048856,GO:0050203,GO:0050789,GO:0050793,GO:0050832,GO:0050896,GO:0051094,GO:0051239,GO:0051240,GO:0051704,GO:0051707,GO:0051716,GO:0055044,GO:0061458,GO:0065007,GO:0070013,GO:0070887,GO:0071241,GO:0071248,GO:0071276,GO:0071585,GO:0071704,GO:0097159,GO:0097501,GO:1900140,GO:1901265,GO:1901363,GO:1901575,GO:1990170,GO:2000026			euNOG[57]	COG0318@NOG,KOG1176@euNOG	NA|NA|NA	I	4-coumarate-coA ligase
augustus_masked-NW_019168381.1-processed-gene-38.10-mRNA-1	29760.VIT_02s0025g03690.t01	2.5e-108	397.5		GO:0000469,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009553,GO:0009555,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0032501,GO:0032502,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0046483,GO:0048229,GO:0048856,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:1901360	K11883		virNOG[6]	1BHD8@strNOG,1DRVN@virNOG,COG1439@NOG,KOG2463@euNOG	NA|NA|NA	O	RNA-binding protein
augustus_masked-NW_019168381.1-processed-gene-38.11-mRNA-1	4641.GSMUA_Achr5P12270_001	1.6e-56	224.9			K05765		virNOG[6]	122P5@NOG,1BQV6@strNOG,1E2YF@virNOG,KOG1735@euNOG	NA|NA|NA	Z	actin-depolymerizing factor
augustus_masked-NW_019168381.1-processed-gene-38.8-mRNA-1	3694.POPTR_0003s12520.1	1.8e-57	227.6					virNOG[6]	0J26N@euNOG,0YJE2@NOG,1BT8J@strNOG,1E54D@virNOG	NA|NA|NA	S	LURP-one-related 4-like
augustus_masked-NW_019168381.1-processed-gene-38.7-mRNA-1	3694.POPTR_0003s12530.1	4e-31	139.4					virNOG[6]	0J0CP@euNOG,0YJE2@NOG,1BTDD@strNOG,1E59A@virNOG	NA|NA|NA	S	LURP-one-related
augustus_masked-NW_019168381.1-processed-gene-38.9-mRNA-1	3847.GLYMA16G31270.1	4.1e-27	125.6					virNOG[6]	0J3N3@euNOG,0YWNB@NOG,1BV8T@strNOG,1E78D@virNOG	NA|NA|NA	S	Inherit from euNOG: heavy-metal-associated domain-containing protein
augustus_masked-NW_019168381.1-processed-gene-39.4-mRNA-1	3694.POPTR_0001s09390.1	1.8e-238	830.9					virNOG[6]	0IGPB@euNOG,0YA6Y@NOG,1BGGC@strNOG,1DR63@virNOG	NA|NA|NA	S	expressed protein
augustus_masked-NW_019168381.1-processed-gene-39.6-mRNA-1	3694.POPTR_0001s09450.1	1.7e-214	751.1	EGL3	GO:0000902,GO:0000904,GO:0001071,GO:0001708,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0007275,GO:0008150,GO:0008544,GO:0009653,GO:0009888,GO:0009889,GO:0009913,GO:0009957,GO:0009987,GO:0010026,GO:0010090,GO:0010091,GO:0010468,GO:0010556,GO:0016043,GO:0019219,GO:0019222,GO:0030154,GO:0030855,GO:0031323,GO:0031326,GO:0032501,GO:0032502,GO:0032989,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043588,GO:0044424,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044767,GO:0045165,GO:0048468,GO:0048513,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0060429,GO:0065007,GO:0071840,GO:0080090,GO:2000112,GO:2001141			virNOG[6]	0IKXP@euNOG,0Z2WK@NOG,1BFFY@strNOG,1DTE3@virNOG	NA|NA|NA	K	Transcription factor
augustus_masked-NW_019168381.1-processed-gene-39.3-mRNA-1	3694.POPTR_0001s09380.1	4.2e-207	726.5					virNOG[6]	0IUIR@euNOG,0XT07@NOG,1C7SE@strNOG,1EMQH@virNOG	NA|NA|NA	K	Transcription factor S-II (TFIIS), central domain
augustus_masked-NW_019168381.1-processed-gene-39.0-mRNA-1	3694.POPTR_0003s12680.1	1.7e-208	730.7		GO:0005575,GO:0005623,GO:0005886,GO:0005911,GO:0009506,GO:0016020,GO:0030054,GO:0044464,GO:0055044,GO:0071944	K14500		virNOG[6]	0IGD2@euNOG,0XQTV@NOG,1BHKN@strNOG,1DVGQ@virNOG	NA|NA|NA	T	ATP binding binding protein kinase protein serine threonine kinase protein tyrosine kinase
augustus_masked-NW_019168381.1-processed-gene-39.5-mRNA-1	3694.POPTR_0001s09430.1	2.2e-26	124.0					virNOG[6]	0IZ1F@euNOG,12BWD@NOG,1BT96@strNOG,1E550@virNOG	NA|NA|NA	S	Uncharacterized conserved protein (DUF2365)
